Course Code,Assignment Title,Instructions
PROG73010,Assignment 1,"In this assignment, you are to research the differences between traditional data systems and Big Data systems. What are the limitations of traditional data systems that necessitate an organization implementing a Big Data system? Do traditional data systems still have a role to play in today's marketplace? Provide a simple case where a traditional data system would be an appropriate solution. Provide a simple case where a Big Data system would be the best solution. This assignment can be submitted as a written document (.docx format), or a narrated slide deck. For the slide deck option, please submit the slides (.pptx format) and a link to a video recording where you present and narrate the slides. This is an individual assignment and it will be checked for originality. Please cite any resources you use in APA format and include a reference list."
